x_metric,domain,n,pearson_r,r_95ci_low,r_95ci_high,ols_slope,ols_intercept
SE,PEMS,45,0.8317411684560911,0.7120502141376475,0.9044570920266227,0.6850785346489958,0.08633151188687327
SE,Fitbit,45,0.7387144316674902,0.5684396973267773,0.8483040197108536,1.173188362316547,0.19037117328340125
SE,UniSynth,105,0.6819044712634692,0.5639454176708897,0.7725937345928626,0.6783654878538552,0.7051730793482256
SE,CarbonCast,75,0.530366835894838,0.344924613523741,0.6759611816341543,0.9211084150278656,0.5006257680117376
SE,MacroAvg(excl-AllDomains),270,0.7119765171023357,,,,
