x_metric,n,pearson_r,r_95ci_low,r_95ci_high,spearman_rho,kendall_tau_b,distance_corr,isotonic_R2,theilsen_slope,theilsen_intercept,q25q75_delta_mean,q25q75_cohens_d,q25_n,q75_n
LLE,45,0.7364425498287243,0.5650576341024534,0.8469011168061416,0.6873727773850451,0.5272393141882904,0.6170765578364227,0.6621329134799285,8.573788546255503,0.4157325770925111,0.15870400000000007,2.86220684195416,15.0,15.0
