domain,x_metric,n,pearson_r,r_95ci_low,r_95ci_high,spearman_rho,kendall_tau_b,distance_corr,isotonic_R2,theilsen_slope,theilsen_intercept,q25q75_delta_mean,q25q75_cohens_d,q25_n,q75_n
PEMS,Omega,45,-0.8325183763937553,-0.9049158517387997,-0.7132937537147985,-0.8193986462120507,-0.6813742413059809,0.8031877091037134,0.8445149379654557,-0.6870535154781302,0.7840536345406692,-0.11078666666666653,-14.55489306686102,15.0,15.0
