x_metric,domain,n,pearson_r,r_95ci_low,r_95ci_high,ols_slope,ols_intercept
Season,PEMS,45,0.1705246081998435,-0.12949094102648998,0.4419374491757295,0.21111120514901155,0.34005943167274016
Season,Fitbit,45,-0.7975730349687377,-0.8841211580234396,-0.6581130944718153,-2.170000646394389,1.5082326867561542
Season,UniSynth,105,-0.31929364104900165,-0.48149273900255946,-0.13594807538665424,-1.0138268436665276,1.577035483360964
Season,CarbonCast,75,-0.7082108505639673,-0.8056715892669389,-0.5734184807933361,-1.4548841020691499,1.5661366997969413
Season,MacroAvg(excl-AllDomains),270,-0.4880796509441983,,,,
