x_metric,domain,n,pearson_r,r_95ci_low,r_95ci_high,ols_slope,ols_intercept
SNR,PEMS,45,0.0021230452497053944,-0.29159258295873913,0.2954728226470916,0.0004066002431505802,0.45053198377840353
SNR,Fitbit,45,0.4508439396302009,0.18130334749664567,0.6573813306566108,0.00019639209476321918,0.6637134265443653
SNR,UniSynth,105,-0.6666413152486047,-0.7610639237649384,-0.5445549248722339,-0.03624658907706167,1.128450497968186
SNR,CarbonCast,75,0.3811387574032116,0.1687767704831604,0.5596855855225816,0.0355505051509284,0.7487783689036295
SNR,MacroAvg(excl-AllDomains),270,0.021146849037329024,,,,
