domain,metric_bin,omega,rel_gain_pct,nA,nB
UniSynth,0.316,0.31631,-1.3870918253630604,3,3
UniSynth,0.412,0.41202,0.10144963989569412,3,3
UniSynth,0.463,0.46259999999999996,-0.5162148275757846,3,3
UniSynth,0.527,0.52654,-3.6146781394257843,3,3
UniSynth,0.684,0.68438,-5.2256257981137635,3,3
UniSynth,0.722,0.7221800000000002,2.3349529987057958,3,3
UniSynth,0.728,0.7283399999999999,-2.016120141988309,3,3
