domain,metric_bin,omega,rel_gain_pct,ci_low,ci_high,nA,nB
PEMS,0.388,0.3880100000000001,-0.8754383521756199,,,1,1
PEMS,0.463,0.46345000000000003,-13.185308553995933,,,1,1
PEMS,0.548,0.54759,-1.2421614089041744,,,1,1
