domain,metric_bin,omega,rel_gain_pct,nA,nB
CarbonCast,0.333,0.33265,-1.4040908529375602,3,3
CarbonCast,0.534,0.53426,-9.688713912878624,3,3
CarbonCast,0.697,0.6969,-300.5857698328536,3,3
