domain,metric_bin,omega,rel_gain_pct,ci_low,ci_high,nA,nB
Fitbit,0.481,0.48091,4.169686119044575,4.055586342128811,4.239737414212034,1,3
Fitbit,0.565,0.56523,0.2469476185127173,-1.6231147055519863,2.8775949922903252,1,3
Fitbit,0.616,0.6159599999999998,-1.8624735731366389,-3.29312892189633,0.800530316223506,1,3
