domain,metric_bin,omega,rel_gain_pct,ci_low,ci_high,nA,nB
CarbonCast,0.333,0.33265,1.384649121280382,,,1,1
CarbonCast,0.534,0.53426,8.83291777910167,,,1,1
CarbonCast,0.697,0.6968999999999999,75.03655707946753,,,1,1
